,0,1,2,3,4,5,6,7,8,9,10,11
COST,14.700560561744377,-0.9034174202564944,-0.7420150394089234,-0.24887577715060336,0.14705849067867668,-0.19257698429039705,0.08445498467897013,-0.03670423567099865,0.03641610252395225,-0.24436583221582925,0.1354386865872389,0.03365734871197432
CPRT,-9.231355018991778,0.4614230321541989,0.24991178541372178,-0.0859511821658842,0.0349026823618052,0.08145706890781124,-0.08160639205378148,0.02757889022139536,0.006316011932555777,0.018751339004671488,0.004643929155590308,-0.006749214296319162
CRWD,-4.143869534477316,0.9157650975612651,-0.00991374917566824,-0.16880312648618462,0.48096760409216033,0.08815644387117752,0.13878716076887057,-0.006690870315732403,0.07037184207290555,0.07704328478031415,0.15357802672316231,-0.01421210709516716
CSCO,-8.699033159717045,0.21381099724083422,0.201674300214793,-0.1726834307899538,-0.029291405365824866,0.046521006578246246,-0.02380589154395017,0.05749085900170755,0.014145842593983708,0.025860303516708802,-0.015072387036436036,0.009328040088069204
CSGP,-7.321780583289455,0.06263288119723133,-0.007649897214491297,-0.04274850237643516,-0.0316160040193254,-0.0038828250682840645,-0.1290204843183511,-0.02488004355881539,-0.022605107969737793,0.029361890846946376,0.004023935001257368,0.009355072778982499
CSX,-9.657976634099452,0.2326076349870448,0.22132412546269903,-0.11723802144316857,-0.0031702814878580873,0.042166558357045074,-0.09069953981362795,0.025938747359046672,0.017562356687455954,0.01841789493341692,-0.0053154898605019185,0.0034100654355586958
CTAS,12.50040502332812,-1.0144369107941982,-0.9978085797201443,-0.07611874141115185,0.45668127006791365,0.11872450408173993,0.0019268958958066423,-0.0906628199016305,0.15464671131107063,0.024532561756747104,0.006192734572400843,0.05434527729183509
CTSH,-8.020417062553351,0.20158640083755822,0.21157584651541833,-0.16945927598651037,-0.02829135952209136,-0.03364293423318051,-0.09552133130671231,0.014801343484910719,-0.01522757757649449,-0.008137492733966262,-0.0027931910070728367,0.023096322031962793
DDOG,-6.963663010860096,0.4705798053066783,-0.01816062829740904,0.0871835396416692,-0.01267218673682917,-0.07677632277751734,-0.15401884302023353,-0.12084135472328912,-0.009016993291353399,0.08881802251096783,0.07410743099895307,0.06872552502207668
DLTR,-4.327045659505562,-0.8764737372567837,0.21923742462975143,0.23404254603801988,-0.15550685785805984,0.06718359667659965,-0.2310356005684831,-0.03445621955819853,0.04240693239573622,-0.02946650888271919,-0.036327078523918116,-0.024170107146044676
DXCM,-5.626517856855163,-0.42817460946968366,0.12152489643562406,0.34398509656865894,-0.08628852049125069,0.09813173970782543,-0.09587221096722033,-0.11519360454899541,0.1012474953827442,0.07219298641492672,-0.009939252157593946,-0.08525700761085825
EA,-5.009837856256619,-0.18780939492659054,-0.06148328079131243,-0.02779348942813608,0.1017249518615893,0.09701809592746687,-0.128542875196678,0.03304722862730321,0.05367779297509364,0.014038328533523258,-0.017395062040575702,-0.1096774415464847
EBAY,-9.018750828271218,0.12107295868338144,0.26151588436928525,-0.1130861063030004,-0.04613262018823913,-0.00244337255704238,-0.09023362422720058,0.029662482565634782,-0.0013249142329325697,-0.014416298356244587,0.007576912555216445,-0.00046544400195775527
ENPH,-2.1326568879957377,-3.539432695007822,-0.8457584716790725,0.1175127552328339,-0.2338072296680321,-0.11367486638555946,0.4437934895335853,-0.35334548146763006,0.016386013782616133,0.5921874872900975,0.216118552418779,-0.14688402214798538
EXC,-9.168226377393141,0.11671035200996269,0.2257939112988665,-0.14111803739040643,-0.002291245606734393,0.05943125016078501,-0.07643305364496528,0.03213953878603264,0.04442814974883893,0.011870796163063834,-0.026228112442817354,-0.0016166494796151646
FANG,-4.098454726130494,-0.1507321542744181,0.012592484690849214,-0.47307169279301825,0.0894926649957877,-0.0662216324469341,-0.035757313176990387,0.050821781934261796,0.05949167756209856,-0.07781742413019237,-0.0394138429854973,0.02153382908355241
FAST,-8.50880575528268,0.26082922734379993,0.21668620155854051,-0.10915832259392139,0.0241274295932089,0.055828871889706866,-0.0572137446292127,0.027752375841955806,0.026467966836650654,-0.013152410039377211,0.005618980202181933,0.004677645820367685
FI,-5.464449535748152,0.066121420313578,0.22600193030432816,0.00470561970569748,-0.027116950786529675,0.07585673991758234,-0.080735695335178,-0.05524418074998456,0.06956218963261726,-0.03747288767194675,0.0030153955863752844,0.010891712430172045
FTNT,-8.180271722690385,0.2175412091787871,0.3025081762311179,0.15009292354391596,-0.1232614562436723,0.15333945174181624,0.008572558263131237,-0.007787775539739739,0.03055909453429238,-0.02914620154821579,0.038213591193037064,-0.016022034391102665
GFS,-8.22708656570249,-0.011910358737342825,0.28514606150769556,-0.057551496164386165,-0.05759328685216945,-0.005721292213191354,0.059516619325035734,0.009608358571542644,0.05648553408482836,0.0017665673870524918,0.06555663707898844,-0.0431349368450881
GILD,-7.208995667031427,-0.2412386587692464,0.11894829606590139,-0.1750098911908323,0.02941202220595528,0.03294538361774539,-0.05017268077219439,0.04533349461113014,0.032363633234747904,-0.007109635844689512,-0.021014823851033045,-0.003701042628605143
GOOG,-5.507415784370691,0.5728088903155465,0.07900872983084609,-0.11100084571504351,0.06246704440536456,0.11336902387582302,-0.04247619240792619,0.09453211969184308,-0.14470656452550787,0.05706148390515691,-0.0073561951820026415,0.03388171992325959
GOOGL,-5.543805410139926,0.5678733835606808,0.0816331727387879,-0.10676444846651113,0.05392171072719136,0.11722848470451529,-0.039664935857976584,0.0904097590746391,-0.14583539551336178,0.05792379286245492,-0.0041544043157992665,0.03486133593431275
HON,-1.3638772100014576,-1.0854057291932901,-0.2949646683168002,0.008235435237608871,0.01665058035133086,-0.007872861460110613,-0.0953325267200509,-0.03748947152591214,0.09061442728257536,0.01182833944626233,0.0004653987909313121,0.027522235501463987
IDXX,12.299589548981253,-1.9370670818294025,0.2688482777342105,0.7647401982586093,-0.7262892932312845,-0.3872700080516061,-0.21483612593365212,-0.16572194081823846,0.2359843085499265,-0.1578047515777889,-0.09506641588704884,-0.13522022545046086
ILMN,-1.979434114432977,-2.0389660117561528,0.49601422780990506,0.6137158140063047,-0.4860151328011477,0.1047002587360502,0.18970042433210751,0.16723579355859036,-0.01862870872650464,0.11600323198329003,-0.0418980154777658,-0.0698577449232959
INTC,-9.62286343137348,0.4062344494634603,0.23007837520245447,-0.16246022654231854,0.054761906629178514,0.029772448766605574,-0.07808292247405757,0.025790044349293283,0.009962812478462812,0.030139307787650133,-0.03444713126371366,-0.04522194757277969
INTU,11.538521890383986,0.1838028764327208,-0.5337804862659271,-0.5847809905307041,0.23583900016747775,-0.06389534286046485,0.2129859574483138,-0.25439138844356346,-0.08307584101739685,0.09245691347540409,-0.1554306027974888,-0.05569544674917543
ISRG,2.9599743761859427,-0.31973519721360594,-0.6182316880949027,0.6891199516326013,-0.10939543207817364,0.4892050484743531,-0.33517907523623486,-0.1900097308962466,-0.1962374358413465,0.17790449721820492,-0.14604581284908202,-0.07766245879712319
JD,-9.172885107598901,-0.34597674223926106,0.08966200341553832,-0.18700241576355026,-0.07830617979347003,-0.15491110669588562,-0.14873362468765028,0.03504089618952171,0.018274795525974632,0.04932033032058083,-0.037975783980617045,-0.013676279368089678
KDP,-9.544886230350633,0.1213680992496039,0.2437568079364067,-0.16595753568186986,-0.0048050055207183775,0.03175459411150196,-0.06292547039587218,0.017278312283480906,0.02427855994481347,0.04193870413776528,-0.01879637789157051,-0.00883160051334013
KHC,-9.36163229651766,0.05365915035546195,0.25366987910419453,-0.11810611032939775,0.014034758451367915,0.0477706003134992,-0.09991884052135225,0.0399342465398779,0.03565996288192904,0.02294630450787337,-0.009304878667506726,0.005850840395182085
KLAC,10.516856179633162,0.11061919780844294,-1.2012749432757672,0.10460815683174092,0.2870526627242951,-0.6116197978730283,-0.25009110524646133,0.15998353715606634,-0.08149085607396131,0.20563419730735788,-0.06606612557223122,0.14424876991142982
LCID,-10.86740783575237,0.3092160943937464,0.32069115192464964,-0.1386342243088964,-0.023023888473008482,0.014996338766903471,-0.07840620073418753,0.024148782925309104,-0.00035815766157024564,0.011418516637339862,0.0009743401602903903,-0.00589775939136266
LRCX,17.04004564816763,1.3295968481511042,-0.7214390460220054,0.6850800361223517,-0.08024412629359987,-0.38381252760329876,-0.10223604130795917,0.019189137436199617,-0.4199677022841674,0.26804220960012826,-0.006070239224386895,0.3114369045337406
LULU,6.718651443427016,-0.2669333590174521,-0.5537577928158166,-0.07894732308515433,0.5377751129099774,0.5808227804341685,-0.11426418768553458,-0.29246753218472243,-0.2905215638895294,-0.13644713788389376,-0.11817515384550367,-0.36558438538298427
MAR,-2.2816759594990965,0.14679877854801876,0.04926445716926989,-0.21266423119903968,-0.06114310956829555,-0.05595878458702562,-0.10971167225204997,-0.060925656846675474,-0.0629223386803839,-0.008697200296464818,0.03837950667507398,0.05950483770202087
MCHP,-7.248119588411917,0.060730337055122395,0.20592486801814283,-0.01727749632203117,-0.09104221083206585,-0.05035569835731767,0.002262562321720198,-0.015609346374078686,0.06014173566826748,-0.01091898172302305,0.03560952444184578,-0.010204202441857489
MDLZ,-7.7385531141546355,0.066972220626569,0.21337921701819398,-0.03294816611592622,0.01562490382257347,0.13841988335602717,-0.11953573208777687,0.028566869626424147,-0.004651378352170352,0.03754690489082249,-0.02188635671126741,0.00940853859235181
MELI,48.739593813452096,-0.32780025925284206,3.1190030044961845,0.7323901869869697,2.2630509057798016,-0.5688961356934631,0.12479509595033637,-0.24399010205449212,-0.059091997634433464,0.07282112834744846,-0.11677452784632858,0.10694765389997869
META,0.5886351555796814,2.6291660577220934,0.21337418379896625,0.3332626411672167,0.027607548882617135,0.4390893833267885,0.021884815748969378,0.06613336213930826,-0.050560871156117584,-0.20704934729915783,-0.004091712638374817,0.013914619452074487
MNST,-8.521085585130676,0.18010359476918686,0.2312313436758461,-0.04974417027868039,0.0005001535281797528,0.09054675976172366,-0.11279296364927405,0.03612381331050759,-0.004918211667109614,0.03710530844844924,-0.01984370828903457,0.018300260480495385
MRNA,-4.471154852624297,-2.100523019851876,-0.14666603195186212,-0.050603069555574705,-0.20266818187062338,-0.28047049763311943,-0.007313138834661428,0.09522217777032649,0.021944984749055617,0.16367741561426138,-0.13387992036591911,0.00790647858970233
MRVL,-8.778458119359476,0.4891369136990094,0.13274975393614505,0.017876442296413532,-0.09956377435676517,-0.03151825863346295,-0.05171188432849563,0.025909796432051286,-0.03261702940365907,0.04983840717680542,0.034964464687154036,0.008107664713339348
MSFT,3.768890478963548,0.6420438679083799,-0.25555521440600804,0.45779660388662774,0.386084643708937,0.3342647450860824,-0.01820309109052407,-0.010476692698662424,-0.04993892151532131,-0.08481193848641472,0.05093927704209579,-0.03676682129447617
MU,-8.06078033225053,0.337513028774618,0.230828963619708,-0.11172394334317501,0.07770718997189763,0.0059350838103874315,-0.0931519922459115,0.07113583720392315,-0.017976900415396114,0.01071841231998647,0.003523928527520706,-0.00029065648302651633
NFLX,7.366185318309033,0.6004847005235325,-0.7168022894375482,0.6358382218020376,0.07059734443735816,-0.6117925502682309,-0.27894953872470807,-0.08383235738497118,-0.1465670778158397,-0.22278369747885263,-0.19984603616722926,-0.2684807472788712
NVDA,5.180901484910313,4.347307905049506,-0.37490998220962296,0.699180402280928,-0.19845238190240438,0.34934162646520067,0.2803865711090967,0.052957816607344006,-0.24654611467521217,0.12324265853511553,-0.007321812158446743,-0.06652032954429801
NXPI,-1.96723431892863,-0.010196040247205298,-0.03505345538502662,0.01803573358956316,-0.28321237585173054,-0.23135681432542546,0.06808619802023777,-0.09163769637962609,0.025744803669217605,0.000851125213807357,0.0686498698714907,0.022840650882258968
ODFL,6.41964348533921,0.200959429899841,-0.09875386216698742,-0.6632622596115502,-0.4536467530245627,-0.42274341320082925,0.26060646966571377,-0.24862434204026854,0.1473462118418669,-0.20391455772785863,-0.09196644700082365,0.17522504735564437
ON,-7.140384601335686,0.315686450170871,0.25458246648138844,0.02359649208662172,-0.30840712195823483,0.04480993460062661,0.04224236704801219,-0.01105335296698894,-0.09948801327082937,0.009347573625372101,0.056375924850346794,0.07980205889952982
ORLY,33.3623705350756,-2.400516703875874,-1.4606012699904256,0.6011466819381627,0.484318744464727,1.1163778734805512,-0.3586519097553578,-0.31933215035642987,0.18232895360243895,-0.25512996910970215,0.03172861007703529,0.3733215865037879
PANW,-0.9543345677725917,1.1116309458194464,-0.07239573620855576,0.20898643763930602,0.16143490621884232,0.18334319769676125,0.3643016220601266,-0.13305227261728833,0.0559899241042429,-0.10294385226218349,0.17904916429331752,-0.05095042063368139
PAYX,-5.470562068431966,-0.2140425633033432,-0.04059295781599216,-0.2036324977179605,-0.062220898432744955,-0.05094393654632005,-0.06651675061045012,-0.0028743926815177393,0.01593571550980349,0.058079204335102705,-0.01545929495797824,-0.0047935498267744426
PCAR,-7.366336413609865,0.3172073185535435,0.14849659890865874,-0.16844118632097013,-0.009724154996077603,0.01203636669226988,-0.05746934481751695,-0.01823495548164768,0.0520235853451241,-0.01478760642646856,0.014682919899696901,-0.01333716369473937
PDD,-6.883111335718824,0.11474769107867726,-0.029716956097876546,-0.5722608831880193,0.2403837570046712,-0.3686555649221871,-0.021023621821506685,-0.010452423035504178,0.15118154007353737,-0.003539537683830601,0.021518415966154603,0.046572096370427085
PEP,-2.2961742570953616,-0.7464084565734623,0.001695580336210122,0.11898933572551045,-0.049337003441319964,0.251263512055708,-0.09086989096547174,-0.016886949969625357,0.016810981134497163,0.054307068076610426,-0.030338739805290654,0.038252036744411605
PYPL,-7.808213173735783,-0.29921120817752517,0.2708335173516889,-0.07814407401887888,-0.10785531783703177,-0.07514588132598223,-0.050409819538541734,0.005948677574877266,0.07381483915899183,-0.028294426220207742,-0.03510936853419272,-0.053900552014432786
QCOM,-5.315781919420326,-0.34263835337351173,0.14302611099542784,-0.0700272315472,0.02440578346955749,-0.2405236063667249,0.01784794658358702,0.014778220317383581,0.08368769649811306,-0.058591808299821774,0.03058975817257539,-0.09537288263451192
REGN,27.388528722544326,-3.0625924512705995,-0.42183128226565836,-0.9316386010089475,0.5060526457814045,0.39999493064815944,1.0505687392032663,0.4222103419217596,-0.21067724384884978,-0.07571910887068206,-0.2168376273072709,-0.031077544407371635
ROST,-5.591475374187932,-0.19214706863170558,-0.056567960742891284,-0.29251889873221476,0.08410639827205003,-0.11597244420006601,-0.11769756708855247,-0.010148107840843535,0.05704847271386972,0.004653257994137846,-0.05561497970000273,0.01922160286019876
SBUX,-6.155884491920915,-0.3052460703536017,0.20374404358256068,-0.08869962789924621,0.05031529539703711,0.018687816556521585,-0.13546821166812278,0.02791530650895828,0.05385450013249146,-0.037283714097150644,-0.029315251662530323,-0.027391821068480888
SGEN,-2.0478470218743294,0.677783562972879,0.5916544232281705,0.044451254466770104,0.2028953482653108,0.5729611717423301,0.26347259779880766,0.22250556752436476,0.21030213175531415,-0.056477380213452916,0.028409081492380372,-0.0409117754486199
SIRI,-10.991871986434168,0.3658977499442306,0.26902223014223325,-0.16586073229902037,-0.002742166697829216,0.032527644539104554,-0.0920818436778623,0.02650908439507613,0.016986032406668777,0.029135437676307805,-0.013232846780268339,-0.015700952859646043
SNPS,9.14322320597151,0.9211138686818034,-0.5366714869974221,0.0844955174157433,0.6123710714949053,-0.1327008356251499,0.21303105893972377,0.12722887488978143,0.17409949080480414,-0.026235707444569503,0.21990920181786552,0.05696913514856376
TEAM,-2.8246407886150036,0.3444970716756275,0.21003759376077252,-0.25124923322725,-0.13081052409774985,-0.2572590464875816,0.23035851411988276,0.031085764957503786,-0.059863226996402424,0.016249663154669247,0.04426187035840191,0.12056189984785294
TMUS,-4.120407295505866,-0.5153364954970329,0.09796112411747973,-0.22263980537449474,0.12227388619129761,0.00891836291000402,-0.0626527526034193,0.02167221096892376,0.1077013350103354,-0.06718071617018406,0.01836933583328699,-0.025483818615962953
TSLA,-0.9382653754211328,1.1913136758640372,-0.06565878132860901,0.36988958059340027,-0.5143210680308512,-0.18695156393955398,0.6055438554684337,-0.36614529573860294,-0.2562414150807529,-0.15508663882243773,0.4444977403468007,-0.094954685343533
TXN,-2.7549573044600018,-0.8281000776696641,0.08521040978222644,0.12123241052020911,-0.18595721820712818,-0.0719330008784222,0.058852196080924096,0.05351966346140405,0.06115961530153207,0.04480811171701819,0.014944885995128781,-0.031055075336491714
VRSK,-0.7795756115571548,0.40346062415349565,-0.2049506555063481,-0.07533902209848319,0.030020239241194815,0.24059328983619238,-0.09986159177223028,0.061595616268613554,-0.11737203028822389,0.08434466268624831,0.01021791269464469,0.085132829488005
VRTX,5.292715863723639,-0.39489306710419475,-0.4109364825878246,-0.03263950266377757,0.2159989807086259,0.37350533058803226,-0.06862326033089389,0.11732396179097031,-0.2028388566235989,-0.20997745173746207,0.01587351910008211,-0.10853697664380463
WBA,-9.670880323748117,-0.05868169965542906,0.2410216484796607,-0.0865568239826693,-0.03637343163680183,0.032261066897253485,-0.06011667911329438,0.02922516492885075,0.01850179606620565,0.0329621281576865,-0.006318887792615458,-0.020298705685348795
WBD,-10.597365312187222,0.3211935703130728,0.34964636504701224,-0.12969193683618974,-0.027823688913580023,0.018344148928065455,-0.07181874621897709,0.03946923551788908,0.01997692235646727,0.00662695171224243,-0.0028308985745729635,-0.015362823332914145
WDAY,-1.093676030312187,0.40496690079740993,-0.01639609211044856,0.026920645521070635,-0.026550589793954808,-0.056656505305452985,0.13666226723714714,-0.09629218844788166,-0.008390616106017258,0.11198907745070688,-0.10494772005262676,0.03193783995880507
XEL,-7.987662913952341,-0.18241455547018406,0.1880815922335766,-0.10146475268860236,0.03928028719345447,0.06496394962109152,-0.08501364971823203,0.04136623573647784,0.05886216546278157,-0.0038968854853753286,-0.02520748401821824,-0.00794135116750883
ZM,-7.790370198274041,-0.07225694627485828,0.20359031027683977,-0.12249834139148011,-0.055093869470520376,-0.07708916624495922,-0.009134355858445964,-0.0026624588329468026,-0.0031855756880616974,0.017617427234757326,0.020577292499198062,0.014824918225827387
ZS,-4.480584921620109,0.6429840845174044,-0.26730063264925263,-0.18418910775148814,0.19919166322233978,-0.3477118828317546,0.03892621641432603,-0.07972636425809543,-0.01279322362350307,-0.034628230822014425,0.18489284470388895,0.08299443502111682
